customer_id,payment_date,amount,method
C100007,2022-09-18,37.02,Direct Debit
C100007,2022-10-21,32.99,Card
C100007,2022-11-14,29.23,Direct Debit
C100007,2023-01-13,28.83,PayPoint
C100007,2023-02-20,45.8,Card
C100007,2023-03-16,30.19,Direct Debit
C100007,2023-04-21,62.03,Card
C100007,2023-05-16,27.67,Direct Debit
C100007,2023-06-16,24.64,Direct Debit
C100007,2023-07-19,30.78,Direct Debit
C100007,2023-08-15,40.72,Direct Debit
C100007,2023-09-21,43.42,Bank Transfer
C100007,2023-10-13,52.37,Direct Debit
C100007,2023-11-21,51.55,Cash
C100007,2023-12-16,39.2,Direct Debit
C100007,2024-01-16,32.11,Direct Debit
C100007,2024-02-13,46.13,Bank Transfer
C100007,2024-03-16,28.67,Direct Debit
C100007,2024-04-17,40.04,Card
C100007,2024-05-14,39.15,Card
C100007,2024-06-21,29.04,Direct Debit
C100007,2024-07-16,16.14,Card
C100007,2024-08-17,29.35,Direct Debit
C100007,2024-09-19,37.91,Card
C100007,2024-10-21,36.52,Direct Debit
C100007,2024-11-21,35.05,Direct Debit
C100007,2024-12-15,34.49,Card
C100007,2025-01-21,31.72,Direct Debit
C100007,2025-02-14,42.37,Card
C100007,2025-03-18,42.69,Direct Debit
C100007,2025-04-17,26.83,Direct Debit
C100007,2025-05-16,42.71,Card
C100007,2025-06-16,46.64,Bank Transfer
C100007,2025-07-21,31.12,Bank Transfer
C100007,2025-08-20,41.98,Direct Debit
C100007,2025-09-16,41.71,Direct Debit
C100007,2025-10-16,41.04,Direct Debit
C100007,2025-12-19,47.05,Cash
C100007,2026-01-21,34.43,Bank Transfer
C100008,2022-02-21,44.01,Direct Debit
C100008,2022-03-20,51.47,Card
C100008,2022-04-12,46.58,Bank Transfer
C100008,2022-05-19,46.11,Direct Debit
C100008,2022-06-13,52.12,Card
C100008,2022-08-17,45.34,Direct Debit
C100008,2022-09-13,51.56,Direct Debit
C100008,2022-10-12,48.06,Direct Debit
C100008,2022-11-21,58.64,PayPoint
C100008,2022-12-14,53.76,Direct Debit
C100008,2023-01-16,37.51,Card
C100008,2023-02-20,45.77,Direct Debit
C100008,2023-03-16,54.83,PayPoint
C100008,2023-05-12,42.36,Direct Debit
C100008,2023-07-17,49.17,Direct Debit
C100008,2023-08-15,53.61,Direct Debit
C100008,2023-09-18,48.08,Direct Debit
C100008,2023-10-16,53.87,Direct Debit
C100008,2024-01-13,54.53,Direct Debit
C100008,2024-02-15,52.62,Direct Debit
C100008,2024-03-20,52.06,Direct Debit
C100008,2024-04-21,35.4,Direct Debit
C100008,2024-05-20,47.03,Direct Debit
C100008,2024-06-20,47.14,Cash
C100008,2024-07-15,54.33,Card
C100008,2024-08-17,57.93,Direct Debit
C100008,2024-09-17,45.55,Direct Debit
C100008,2024-10-16,49.93,Card
C100008,2024-11-18,50.07,Direct Debit
C100008,2024-12-16,59.37,Card
C100008,2025-01-13,62.06,Card
C100008,2025-02-12,46.72,Card
C100008,2025-03-21,42.57,Direct Debit
C100008,2025-04-19,37.72,Bank Transfer
C100008,2025-05-12,46.13,Card
C100008,2025-08-12,49.14,PayPoint
C100008,2025-09-17,46.4,Bank Transfer
C100008,2025-10-19,57.96,Cash
C100008,2025-12-14,50.24,Card
C100008,2026-01-13,44.75,Bank Transfer
C100009,2022-02-17,45.76,Cash
C100009,2022-03-20,37.84,Card
C100009,2022-04-14,37.12,Card
C100009,2022-05-19,31.99,Direct Debit
C100009,2022-06-17,45.69,Direct Debit
C100009,2022-07-16,38.85,Direct Debit
C100009,2022-08-13,31.4,Direct Debit
C100009,2022-10-17,50.35,Card
C100009,2022-11-16,28.82,Card
C100009,2022-12-12,37.22,Direct Debit
C100009,2023-01-21,32.18,Direct Debit
C100009,2023-02-13,44.15,Bank Transfer
C100009,2023-04-19,37.77,Bank Transfer
C100009,2023-05-16,40.31,Direct Debit
C100009,2023-06-21,42.22,Bank Transfer
C100009,2023-08-20,38.08,Card
C100009,2023-09-17,39.59,Direct Debit
C100009,2023-10-18,28.64,Bank Transfer
C100009,2023-11-17,29.52,Cash
C100009,2023-12-13,33.17,PayPoint
C100009,2024-02-20,52.07,Direct Debit
C100009,2024-03-17,32.7,Card
C100009,2024-04-18,31.47,Direct Debit
C100009,2024-05-20,58.01,Bank Transfer
C100009,2024-06-16,39.0,Cash
C100009,2024-07-19,26.07,Direct Debit
C100009,2024-08-13,15.26,Card
C100009,2024-09-16,28.98,PayPoint
C100009,2024-10-15,27.23,Card
C100009,2024-11-13,49.15,Direct Debit
C100009,2024-12-17,41.39,Card
C100009,2025-01-13,42.81,Direct Debit
C100009,2025-02-17,40.23,Direct Debit
C100009,2025-03-16,40.03,Direct Debit
C100009,2025-04-13,40.85,Direct Debit
C100009,2025-05-13,49.89,Cash
C100009,2025-06-20,52.74,Direct Debit
C100009,2025-07-17,44.71,Direct Debit
C100009,2025-08-17,48.46,Direct Debit
C100009,2025-09-18,47.1,Direct Debit
C100009,2025-10-16,43.94,Direct Debit
C100009,2025-11-21,35.78,Card
C100009,2025-12-15,50.74,Direct Debit
C100009,2026-01-20,42.44,Direct Debit
C100010,2022-02-21,64.77,Direct Debit
C100010,2022-04-14,45.69,Card
C100010,2022-05-16,50.42,Direct Debit
C100010,2022-07-19,47.93,Direct Debit
C100010,2022-09-15,54.22,Cash
C100010,2022-11-20,41.13,Direct Debit
C100010,2023-01-21,42.69,Direct Debit
C100010,2023-02-14,46.16,Card
C100010,2023-03-20,60.46,Cash
C100010,2023-04-16,52.48,Direct Debit
C100010,2023-05-16,45.55,Direct Debit
C100010,2023-06-14,36.44,Direct Debit
C100010,2023-08-16,53.8,Direct Debit
C100010,2023-09-19,50.1,Card
C100010,2023-10-14,42.18,Direct Debit
C100010,2023-12-21,49.79,Direct Debit
C100010,2024-01-20,41.11,Direct Debit
C100010,2024-02-12,51.6,Bank Transfer
C100010,2024-03-14,54.96,Bank Transfer
C100010,2024-04-16,42.11,Direct Debit
C100010,2024-05-12,54.24,Card
C100010,2024-07-20,46.01,Bank Transfer
C100010,2024-08-17,39.29,Direct Debit
C100010,2024-09-13,47.28,Direct Debit
C100010,2024-11-12,50.71,Direct Debit
C100010,2024-12-19,43.75,Bank Transfer
C100010,2025-01-19,41.25,Direct Debit
C100010,2025-02-15,50.72,PayPoint
C100010,2025-03-19,50.8,Direct Debit
C100010,2025-04-13,43.27,Direct Debit
C100010,2025-05-17,59.87,Card
C100010,2025-06-21,52.46,Card
C100010,2025-07-12,47.03,Direct Debit
C100010,2025-09-20,69.79,Cash
C100010,2025-10-17,51.48,Card
C100010,2025-11-21,57.7,PayPoint
C100010,2025-12-16,50.87,Direct Debit
C100010,2026-01-21,45.34,Card
C100011,2022-02-20,39.84,Direct Debit
C100011,2022-03-13,30.57,Direct Debit
C100011,2022-04-18,40.25,Direct Debit
C100011,2022-05-16,37.44,Direct Debit
C100011,2022-06-21,33.43,Bank Transfer
C100011,2022-07-15,38.44,Bank Transfer
C100011,2022-08-12,35.13,Direct Debit
C100011,2022-10-14,34.24,Direct Debit
C100011,2022-12-13,38.28,Direct Debit
C100011,2023-01-19,50.97,Bank Transfer
C100011,2023-02-20,30.27,Direct Debit
C100011,2023-05-20,38.69,Card
C100011,2023-06-15,27.97,Direct Debit
C100011,2023-07-17,25.19,Direct Debit
C100011,2023-08-18,35.27,Direct Debit
C100011,2023-11-15,40.48,Bank Transfer
C100011,2023-12-20,36.2,Direct Debit
C100011,2024-02-19,43.28,Bank Transfer
C100011,2024-03-12,41.34,Direct Debit
C100011,2024-04-16,43.48,Direct Debit
C100011,2024-05-19,32.45,Direct Debit
C100011,2024-06-15,44.77,Direct Debit
C100011,2024-07-17,20.25,Card
C100011,2024-08-19,29.05,Direct Debit
C100011,2024-09-17,37.19,Bank Transfer
C100011,2024-10-18,49.26,Direct Debit
C100011,2024-11-13,35.84,Direct Debit
C100011,2024-12-17,38.67,Direct Debit
C100011,2025-01-13,37.57,Direct Debit
C100011,2025-04-20,29.78,Direct Debit
C100011,2025-05-19,34.55,Direct Debit
C100011,2025-06-20,19.76,Direct Debit
C100011,2025-07-12,32.33,Direct Debit
C100011,2025-08-18,42.17,Card
C100011,2025-09-14,40.7,Direct Debit
C100011,2025-11-17,46.09,Card
C100011,2025-12-16,32.27,Bank Transfer
C100011,2026-01-15,44.48,Card
C100012,2022-02-13,32.12,Direct Debit
C100012,2022-03-17,42.15,Bank Transfer
C100012,2022-04-14,59.36,Card
C100012,2022-05-17,49.76,Direct Debit
C100012,2022-06-12,38.45,Direct Debit
C100012,2022-08-20,52.86,Card
C100012,2022-09-14,31.06,Bank Transfer
C100012,2022-10-16,35.01,PayPoint
C100012,2022-11-15,44.79,Card
C100012,2022-12-16,55.99,Direct Debit
C100012,2023-01-15,30.38,Card
C100012,2023-02-14,37.75,Direct Debit
C100012,2023-03-19,34.14,PayPoint
C100012,2023-04-16,32.03,PayPoint
C100012,2023-05-14,52.33,Direct Debit
C100012,2023-06-15,45.03,PayPoint
C100012,2023-07-18,28.93,Direct Debit
C100012,2023-08-18,39.55,Direct Debit
C100012,2023-09-18,35.55,Direct Debit
C100012,2023-10-15,33.73,Direct Debit
C100012,2023-11-12,39.85,Direct Debit
C100012,2023-12-19,29.29,Card
C100012,2024-02-21,49.24,Direct Debit
C100012,2024-03-20,46.09,Card
C100012,2024-04-14,49.56,Cash
C100012,2024-05-21,48.48,Card
C100012,2024-06-20,50.97,Direct Debit
C100012,2024-07-19,39.53,Direct Debit
C100012,2024-08-12,31.44,Direct Debit
C100012,2024-09-15,38.07,Card
C100012,2024-10-12,51.98,Cash
C100012,2024-11-13,40.32,Card
C100012,2024-12-18,45.71,Bank Transfer
C100012,2025-01-14,45.25,Direct Debit
C100012,2025-02-20,39.57,Direct Debit
C100012,2025-03-18,41.86,Direct Debit
C100012,2025-04-14,30.88,Direct Debit
C100012,2025-05-19,36.53,Direct Debit
C100012,2025-06-17,25.24,Direct Debit
C100012,2025-08-21,44.32,Direct Debit
C100012,2025-09-15,44.57,Card
C100012,2025-10-19,44.95,Direct Debit
C100012,2025-11-17,48.52,Direct Debit
C100012,2026-01-21,42.32,Direct Debit
C100013,2022-02-13,37.2,Direct Debit
C100013,2022-03-17,31.87,Direct Debit
C100013,2022-04-18,54.12,Card
C100013,2022-05-18,42.64,Direct Debit
C100013,2022-06-20,38.78,Card
C100013,2022-07-15,38.03,Direct Debit
C100013,2022-08-16,27.62,PayPoint
C100013,2022-09-17,30.98,Direct Debit
C100013,2022-10-19,45.8,Direct Debit
C100013,2022-11-20,27.59,Direct Debit
C100013,2022-12-16,35.9,Card
C100013,2023-01-18,42.02,Direct Debit
C100013,2023-02-17,38.39,Card
C100013,2023-03-20,36.72,Direct Debit
C100013,2023-04-15,46.86,Direct Debit
C100013,2023-05-16,38.3,Direct Debit
C100013,2023-06-16,36.75,Card
C100013,2023-07-12,41.04,Direct Debit
C100013,2023-08-16,41.0,Direct Debit
C100013,2023-09-13,24.73,Direct Debit
C100013,2023-10-21,40.95,Direct Debit
C100013,2023-11-16,43.14,Direct Debit
C100013,2023-12-13,38.19,Direct Debit
C100013,2024-01-19,26.61,Direct Debit
C100013,2024-02-12,44.86,Direct Debit
C100013,2024-03-16,35.85,Direct Debit
C100013,2024-04-19,51.58,Card
C100013,2024-05-16,30.89,Card
C100013,2024-06-16,29.04,Card
C100013,2024-07-20,36.26,Direct Debit
C100013,2024-08-17,42.98,Card
C100013,2024-09-20,28.82,Card
C100013,2024-10-21,46.13,Direct Debit
C100013,2024-11-15,43.12,Direct Debit
C100013,2024-12-14,46.39,Direct Debit
C100013,2025-01-14,41.09,Card
C100013,2025-02-17,38.35,Direct Debit
C100013,2025-03-13,27.1,Direct Debit
C100013,2025-04-13,43.71,Direct Debit
C100013,2025-05-12,35.65,Card
C100013,2025-06-12,39.39,Card
C100013,2025-07-15,26.92,Direct Debit
C100013,2025-08-12,32.55,Direct Debit
C100013,2025-09-20,33.24,Direct Debit
C100013,2025-10-19,33.17,Direct Debit
C100013,2025-11-18,46.71,Direct Debit
C100013,2025-12-19,34.16,Direct Debit
C100013,2026-01-14,40.83,Direct Debit
C100014,2022-02-12,46.19,Direct Debit
C100014,2022-03-20,28.18,Direct Debit
C100014,2022-04-15,39.19,Direct Debit
C100014,2022-05-14,40.47,Bank Transfer
C100014,2022-06-19,50.79,Direct Debit
C100014,2022-07-19,33.67,Direct Debit
C100014,2022-08-12,29.17,Direct Debit
C100014,2022-09-21,29.6,Card
C100014,2022-10-18,28.99,Bank Transfer
C100014,2022-11-14,46.99,Direct Debit
C100014,2022-12-17,43.68,Bank Transfer
C100014,2023-01-14,27.36,Direct Debit
C100014,2023-02-21,41.86,PayPoint
C100014,2023-03-17,44.58,Direct Debit
C100014,2023-04-16,38.04,Direct Debit
C100014,2023-05-21,41.55,Direct Debit
C100014,2023-06-13,40.79,Direct Debit
C100014,2023-07-20,37.49,Direct Debit
C100014,2023-08-12,29.21,Direct Debit
C100014,2023-09-13,50.5,Direct Debit
C100014,2023-10-17,29.37,Direct Debit
C100014,2023-11-16,28.61,Direct Debit
C100014,2023-12-16,35.76,Direct Debit
C100014,2024-01-16,19.35,Direct Debit
C100014,2024-02-12,37.82,Direct Debit
C100014,2024-03-21,35.29,PayPoint
C100014,2024-04-16,52.98,Card
C100014,2024-05-12,42.36,Bank Transfer
C100014,2024-06-18,38.53,Direct Debit
C100014,2024-07-14,16.91,Direct Debit
C100014,2024-08-12,42.9,Card
C100014,2024-09-14,39.48,Direct Debit
C100014,2024-10-12,41.29,Card
C100014,2024-11-18,40.26,Direct Debit
C100014,2024-12-12,42.39,Card
C100014,2025-01-17,41.77,Card
C100014,2025-02-18,54.7,Card
C100014,2025-03-18,56.56,Direct Debit
C100014,2025-04-14,42.51,Bank Transfer
C100014,2025-05-18,39.49,Direct Debit
C100014,2025-06-16,31.63,Direct Debit
C100014,2025-07-17,41.9,Cash
C100014,2025-08-19,38.97,Direct Debit
C100014,2025-10-12,37.3,Direct Debit
C100014,2025-11-13,41.84,Direct Debit
C100014,2025-12-21,45.41,Direct Debit
C100014,2026-01-20,46.91,Direct Debit
C100015,2022-02-15,52.78,Direct Debit
C100015,2022-03-19,25.13,Direct Debit
C100015,2022-04-18,39.94,Bank Transfer
C100015,2022-05-12,68.52,Direct Debit
C100015,2022-07-14,33.01,Direct Debit
C100015,2022-08-20,21.66,Bank Transfer
C100015,2022-09-16,32.55,Direct Debit
C100015,2022-10-15,25.74,Cash
C100015,2022-11-18,38.16,Card
C100015,2022-12-12,31.23,Direct Debit
C100015,2023-01-21,44.69,Direct Debit
C100015,2023-02-14,49.57,Card
C100015,2023-03-19,29.07,Direct Debit
